"","species_name","Fire_Type"
"1261","Eleocharis montana","Unmeasured"
"1262","Eleocharis montevidensis","Unmeasured"
"1263","Eleocharis nana","Unmeasured"
"1264","Eleocharis nigrescens","Unmeasured"
"1265","Eleocharis nitida","Unmeasured"
"1266","Eleocharis obtusa","Unmeasured"
"1267","Eleocharis obtusetrigona","Unmeasured"
"1268","Eleocharis occulta","Unmeasured"
"1269","Eleocharis olivacea","Unmeasured"
"1270","Eleocharis olivacea var. olivacea","Unmeasured"
"1271","Eleocharis olivacea var. reductiseta","Unmeasured"
"1272","Eleocharis ovata","Unmeasured"
"1273","Eleocharis palustris","Unmeasured"
"1274","Eleocharis palustris var. palustris","Unmeasured"
"1275","Eleocharis palustris var. vigens","Unmeasured"
"1276","Eleocharis parishii","Unmeasured"
"1277","Eleocharis parvula","Unmeasured"
"1278","Eleocharis quadrangulata","Unmeasured"
"1279","Eleocharis quinqueflora","Unmeasured"
"1280","Eleocharis radicans","Unmeasured"
"1281","Eleocharis retroflexa","Unmeasured"
"1282","Eleocharis reverchonii","Unmeasured"
"1283","Eleocharis robbinsii","Unmeasured"
"1284","Eleocharis rostellata","Unmeasured"
"1285","Eleocharis suksdorfiana","Unmeasured"
"1286","Eleocharis tenuis","Unmeasured"
"1287","Eleocharis tenuis var. pseudoptera","Unmeasured"
"1288","Eleocharis tenuis var. tenuis","Unmeasured"
"1289","Eleocharis tenuis var. verrucosa","Unmeasured"
"1290","Eleocharis torticulmis","Unmeasured"
"1291","Eleocharis tortilis","Unmeasured"
"1292","Eleocharis tricostata","Unmeasured"
"1293","Eleocharis tuberculosa","Unmeasured"
"1294","Eleocharis uniglumis","Unmeasured"
"1295","Eleocharis vivipara","Unmeasured"
"1296","Eleocharis wolfii","Unmeasured"
"1297","Elionurus barbiculmis","Unmeasured"
"1298","Elionurus tripsacoides","Unmeasured"
"1299","Elyhordeum californicum","Unmeasured"
"1300","Elyhordeum chatangense","Unmeasured"
"1301","Elyhordeum dakotense","Unmeasured"
"1302","Elyhordeum dutillyanum","Unmeasured"
"1303","Elyhordeum iowense","Unmeasured"
"1304","Elyhordeum macounii","Unmeasured"
"1305","Elyhordeum montanense","Unmeasured"
"1306","Elyhordeum stebbinsianum","Unmeasured"
"1307","Elyleymus aristatus","Unmeasured"
"1308","Elyleymus hirtiflorus","Unmeasured"
"1309","Elyleymus turneri","Unmeasured"
"1310","Elyleymus ungavensis","Unmeasured"
"1311","Elymus alaskanus","Unmeasured"
"1312","Elymus alaskanus ssp. alaskanus","Unmeasured"
"1313","Elymus alaskanus ssp. latiglumis","Unmeasured"
"1314","Elymus albicans","Unmeasured"
"1315","Elymus arizonicus","Unmeasured"
"1316","Elymus bakeri","Unmeasured"
"1317","Elymus calderi","Unmeasured"
"1318","Elymus californicus","Unmeasured"
"1319","Elymus canadensis","Unmeasured"
"1320","Elymus cayouetteorum","Unmeasured"
"1321","Elymus churchii","Unmeasured"
"1322","Elymus diversiglumis","Unmeasured"
"1323","Elymus ebingeri","Unmeasured"
"1324","Elymus elymoides","Unmeasured"
"1325","Elymus elymoides ssp. brevifolius","Unmeasured"
"1326","Elymus elymoides ssp. californicus","Unmeasured"
"1327","Elymus elymoides ssp. elymoides","Unmeasured"
"1328","Elymus elymoides ssp. hordeoides","Unmeasured"
"1329","Elymus glabriflorus","Unmeasured"
"1330","Elymus glaucus","Unmeasured"
"1331","Elymus glaucus ssp. glaucus","Unmeasured"
"1332","Elymus glaucus ssp. jepsonii","Unmeasured"
"1333","Elymus glaucus ssp. mackenzii","Unmeasured"
"1334","Elymus glaucus ssp. virescens","Unmeasured"
"1335","Elymus hansenii","Unmeasured"
"1336","Elymus hirsutus","Unmeasured"
"1337","Elymus hystrix","Unmeasured"
"1338","Elymus hystrix var. bigeloviana","Unmeasured"
"1339","Elymus hystrix var. hystrix","Unmeasured"
"1340","Elymus interruptus","Unmeasured"
"1341","Elymus lanceolatus","Unmeasured"
"1342","Elymus lanceolatus ssp. lanceolatus","Unmeasured"
"1343","Elymus lanceolatus ssp. psammophilus","Unmeasured"
"1344","Elymus macgregorii","Unmeasured"
"1345","Elymus macrourus","Unmeasured"
"1346","Elymus maltei","Unmeasured"
"1347","Elymus mossii","Unmeasured"
"1348","Elymus multisetus","Unmeasured"
"1349","Elymus pinaloensis","Unmeasured"
"1350","Elymus pseudorepens","Unmeasured"
"1351","Elymus riparius","Unmeasured"
"1352","Elymus sajanensis","Unmeasured"
"1353","Elymus saundersii","Unmeasured"
"1354","Elymus scribneri","Unmeasured"
"1355","Elymus sibiricus","Unmeasured"
"1356","Elymus sierrus","Unmeasured"
"1357","Elymus stebbinsii","Unmeasured"
"1358","Elymus stebbinsii ssp. septentrionalis","Unmeasured"
"1359","Elymus stebbinsii ssp. stebbinsii","Unmeasured"
"1360","Elymus submuticus","Unmeasured"
"1361","Elymus svensonii","Unmeasured"
"1362","Elymus texensis","Unmeasured"
"1363","Elymus trachycaulus","Unmeasured"
"1364","Elymus trachycaulus ssp. subsecundus","Unmeasured"
"1365","Elymus trachycaulus ssp. trachycaulus","Unmeasured"
"1366","Elymus villosus","Unmeasured"
"1367","Elymus virginicus","Unmeasured"
"1368","Elymus virginicus var. halophilus","Unmeasured"
"1369","Elymus virginicus var. virginicus","Unmeasured"
"1370","Elymus vulpinus","Unmeasured"
"1371","Elymus wawawaiensis","Unmeasured"
"1372","Elymus wiegandii","Unmeasured"
"1373","Elymus yukonensis","Unmeasured"
"1374","Enneapogon desvauxii","Unmeasured"
"1375","Enteropogon chlorideus","Unmeasured"
"1376","Eragrostis capillaris","Unmeasured"
"1377","Eragrostis curtipedicellata","Unmeasured"
"1378","Eragrostis elliottii","Unmeasured"
"1379","Eragrostis erosa","Unmeasured"
"1380","Eragrostis frankii","Unmeasured"
"1381","Eragrostis hirsuta","Unmeasured"
"1382","Eragrostis hypnoides","Unmeasured"
"1383","Eragrostis intermedia","Unmeasured"
"1384","Eragrostis lugens","Unmeasured"
"1385","Eragrostis lutescens","Unmeasured"
"1386","Eragrostis mexicana","Unmeasured"
"1387","Eragrostis mexicana ssp. mexicana","Unmeasured"
"1388","Eragrostis mexicana ssp. virescens","Unmeasured"
"1389","Eragrostis palmeri","Unmeasured"
"1390","Eragrostis pectinacea","Unmeasured"
"1391","Eragrostis pectinacea var. miserrima","Unmeasured"
"1392","Eragrostis pectinacea var. pectinacea","Unmeasured"
"1393","Eragrostis pectinacea var. tracyi","Unmeasured"
"1394","Eragrostis polytricha","Unmeasured"
"1395","Eragrostis prolifera","Unmeasured"
"1396","Eragrostis refracta","Unmeasured"
"1397","Eragrostis secundiflora","Unmeasured"
"1398","Eragrostis secundiflora ssp. oxylepis","Unmeasured"
"1399","Eragrostis sessilispica","Unmeasured"
"1400","Eragrostis silveana","Unmeasured"
"1401","Eragrostis spectabilis","Unmeasured"
"1402","Eragrostis spicata","Unmeasured"
"1403","Eragrostis swallenii","Unmeasured"
"1404","Eragrostis trichodes","Unmeasured"
"1405","Eriochloa acuminata var. acuminata","Unmeasured"
"1406","Eriochloa acuminata var. minor","Unmeasured"
"1407","Eriochloa aristata","Unmeasured"
"1408","Eriochloa contracta","Unmeasured"
"1409","Eriochloa lemmonii","Unmeasured"
"1410","Eriochloa michauxii","Unmeasured"
"1411","Eriochloa michauxii var. michauxii","Unmeasured"
"1412","Eriochloa michauxii var. simpsonii","Unmeasured"
"1413","Eriochloa polystachya","Unmeasured"
"1414","Eriochloa punctata","Unmeasured"
"1415","Eriochloa sericea","Unmeasured"
"1416","Erioneuron avenaceum","Unmeasured"
"1417","Erioneuron nealleyi","Unmeasured"
"1418","Erioneuron pilosum","Unmeasured"
"1419","Eriophorum altaicum","Unmeasured"
"1420","Eriophorum altaicum var. neogaeum","Unmeasured"
"1421","Eriophorum angustifolium","Unmeasured"
"1422","Eriophorum angustifolium ssp. angustifolium","Unmeasured"
"1423","Eriophorum angustifolium ssp. triste","Unmeasured"
"1424","Eriophorum brachyantherum","Unmeasured"
"1425","Eriophorum brachyantherum var. brachyantherum","Unmeasured"
"1426","Eriophorum callitrix","Unmeasured"
"1427","Eriophorum callitrix var. callitrix","Unmeasured"
"1428","Eriophorum callitrix var. moravium","Unmeasured"
"1429","Eriophorum chamissonis","Unmeasured"
"1430","Eriophorum gracile","Unmeasured"
"1431","Eriophorum gracile var. caurianum","Unmeasured"
"1432","Eriophorum gracile var. gracile","Unmeasured"
"1433","Eriophorum medium","Unmeasured"
"1434","Eriophorum medium ssp. ×medium","Unmeasured"
"1435","Eriophorum medium ssp. album","Unmeasured"
"1436","Eriophorum porsildii","Unmeasured"
"1437","Eriophorum pylaieanum","Unmeasured"
"1438","Eriophorum russeolum","Unmeasured"
"1439","Eriophorum russeolum var. albidum","Unmeasured"
"1440","Eriophorum russeolum var. majus","Unmeasured"
"1441","Eriophorum russeolum var. russeolum","Unmeasured"
"1442","Eriophorum scheuchzeri","Unmeasured"
"1443","Eriophorum tenellum","Unmeasured"
"1444","Eriophorum vaginatum","Unmeasured"
"1445","Eriophorum vaginatum var. spissum","Unmeasured"
"1446","Eriophorum vaginatum var. vaginatum","Unmeasured"
"1447","Eriophorum virginicum","Unmeasured"
"1448","Eriophorum viridicarinatum","Unmeasured"
"1449","Eustachys floridana","Unmeasured"
"1450","Eustachys glauca","Unmeasured"
"1451","Eustachys neglecta","Unmeasured"
"1452","Eustachys petraea","Unmeasured"
"1453","Festuca altaica","Unmeasured"
"1454","Festuca ammobia","Unmeasured"
"1455","Festuca arizonica","Unmeasured"
"1456","Festuca auriculata","Unmeasured"
"1457","Festuca baffinensis","Unmeasured"
"1458","Festuca brachyphylla","Unmeasured"
"1459","Festuca brachyphylla ssp. brachyphylla","Unmeasured"
"1460","Festuca brachyphylla ssp. coloradensis","Unmeasured"
"1461","Festuca brevissima","Unmeasured"
"1462","Festuca californica","Unmeasured"
"1463","Festuca calligera","Unmeasured"
"1464","Festuca campestris","Unmeasured"
"1465","Festuca dasyclada","Unmeasured"
"1466","Festuca earlei","Unmeasured"
"1467","Festuca edlundiae","Unmeasured"
"1468","Festuca elmeri","Unmeasured"
"1469","Festuca hallii","Unmeasured"
"1470","Festuca hyperborea","Unmeasured"
"1471","Festuca idahoensis","Unmeasured"
"1472","Festuca idahoensis ssp. idahoensis","Unmeasured"
"1473","Festuca idahoensis ssp. roemeri","Unmeasured"
"1474","Festuca lenensis","Unmeasured"
"1475","Festuca ligulata","Unmeasured"
"1476","Festuca minutiflora","Unmeasured"
"1477","Festuca occidentalis","Unmeasured"
"1478","Festuca paradoxa","Unmeasured"
"1479","Festuca parishii","Unmeasured"
"1480","Festuca pseudovivipara","Unmeasured"
"1481","Festuca rubra","Unmeasured"
"1482","Festuca rubra ssp. arctica","Unmeasured"
"1483","Festuca rubra ssp. arenaria","Unmeasured"
"1484","Festuca rubra ssp. aucta","Unmeasured"
"1485","Festuca rubra ssp. mediana","Unmeasured"
"1486","Festuca rubra ssp. pruinosa","Unmeasured"
"1487","Festuca rubra ssp. rubra","Unmeasured"
"1488","Festuca rubra ssp. secunda","Unmeasured"
"1489","Festuca rubra ssp. vallicola","Unmeasured"
"1490","Festuca saximontana","Unmeasured"
"1491","Festuca saximontana var. purpusiana","Unmeasured"
"1492","Festuca saximontana var. saximontana","Unmeasured"
"1493","Festuca sororia","Unmeasured"
"1494","Festuca subulata","Unmeasured"
"1495","Festuca subuliflora","Unmeasured"
"1496","Festuca subverticillata","Unmeasured"
"1497","Festuca thurberi","Unmeasured"
"1498","Festuca versuta","Unmeasured"
"1499","Festuca viridula","Unmeasured"
"1500","Festuca viviparoidea","Unmeasured"
"1501","Festuca viviparoidea ssp. krajinae","Unmeasured"
"1502","Festuca viviparoidea ssp. viviparoidea","Unmeasured"
"1503","Festuca washingtonica","Unmeasured"
"1504","Fimbristylis annua","Unmeasured"
"1505","Fimbristylis autumnalis","Unmeasured"
"1506","Fimbristylis brevivaginata","Unmeasured"
"1507","Fimbristylis caroliniana","Unmeasured"
"1508","Fimbristylis castanea","Unmeasured"
"1509","Fimbristylis cymosa ssp. cymosa","Unmeasured"
"1510","Fimbristylis decipiens","Unmeasured"
"1511","Fimbristylis dichotoma","Unmeasured"
"1512","Fimbristylis perpusilla","Unmeasured"
"1513","Fimbristylis puberula","Unmeasured"
"1514","Fimbristylis puberula var. interior","Unmeasured"
"1515","Fimbristylis puberula var. puberula","Unmeasured"
"1516","Fimbristylis thermalis","Unmeasured"
"1517","Fimbristylis tomentosa","Unmeasured"
"1518","Fimbristylis vahlii","Unmeasured"
"1519","Fuirena breviseta","Unmeasured"
"1520","Fuirena bushii","Unmeasured"
"1521","Fuirena longa","Unmeasured"
"1522","Fuirena pumila","Unmeasured"
"1523","Fuirena scirpoidea","Unmeasured"
"1524","Fuirena simplex","Unmeasured"
"1525","Fuirena simplex var. aristulata","Unmeasured"
"1526","Fuirena simplex var. simplex","Unmeasured"
"1527","Fuirena squarrosa","Unmeasured"
"1528","Gastridium phleoides","Unmeasured"
"1529","Glyceria ×gatineauensis","Unmeasured"
"1530","Glyceria ×occidentalis","Unmeasured"
"1531","Glyceria acutiflora","Unmeasured"
"1532","Glyceria arkansana","Unmeasured"
"1533","Glyceria borealis","Unmeasured"
"1534","Glyceria canadensis","Unmeasured"
"1535","Glyceria grandis","Unmeasured"
"1536","Glyceria grandis var. grandis","Unmeasured"
"1537","Glyceria grandis var. komarovii","Unmeasured"
"1538","Glyceria laxa","Unmeasured"
"1539","Glyceria leptostachya","Unmeasured"
"1540","Glyceria melicaria","Unmeasured"
"1541","Glyceria nubigena","Unmeasured"
"1542","Glyceria obtusa","Unmeasured"
"1543","Glyceria pulchella","Unmeasured"
"1544","Glyceria septentrionalis","Unmeasured"
"1545","Glyceria striata","Unmeasured"
"1546","Gymnopogon ambiguus","Unmeasured"
"1547","Gymnopogon brevifolius","Unmeasured"
"1548","Gymnopogon chapmanianus","Unmeasured"
"1549","Helictotrichon mortonianum","Unmeasured"
"1550","Hesperostipa comata","Unmeasured"
"1551","Hesperostipa comata ssp. comata","Unmeasured"
"1552","Hesperostipa comata ssp. intermedia","Unmeasured"
"1553","Hesperostipa curtiseta","Unmeasured"
"1554","Hesperostipa neomexicana","Unmeasured"
"1555","Hesperostipa spartea","Unmeasured"
"1556","Heteropogon contortus","Unmeasured"
"1557","Heteropogon melanocarpus","Unmeasured"
"1558","Hierochloe hirta","Unmeasured"
"1559","Hierochloe hirta ssp. arctica","Unmeasured"
"1560","Hierochloe occidentalis","Unmeasured"
"1561","Hierochloe odorata","Unmeasured"
"1562","Hierochloe pauciflora","Unmeasured"
"1563","Hilaria belangeri","Unmeasured"
"1564","Hilaria belangeri var. belangeri","Unmeasured"
"1565","Hilaria belangeri var. longifolia","Unmeasured"
"1566","Hilaria swallenii","Unmeasured"
"1567","Hordeum arizonicum","Unmeasured"
"1568","Hordeum brachyantherum","Unmeasured"
"1569","Hordeum brachyantherum ssp. brachyantherum","Unmeasured"
"1570","Hordeum brachyantherum ssp. californicum","Unmeasured"
"1571","Hordeum depressum","Unmeasured"
"1572","Hordeum intercedens","Unmeasured"
"1573","Hordeum jubatum","Unmeasured"
"1574","Hordeum jubatum ssp. intermedium","Unmeasured"
"1575","Hordeum jubatum ssp. jubatum","Unmeasured"
"1576","Hordeum pusillum","Unmeasured"
"1577","Hymenachne amplexicaulis","Unmeasured"
"1578","Imperata brevifolia","Unmeasured"
"1579","Isoetes acadiensis","Unmeasured"
"1580","Isoetes altonharvillii","Unmeasured"
"1581","Isoetes appalachiana","Unmeasured"
"1582","Isoetes bolanderi","Unmeasured"
"1583","Isoetes boomii","Unmeasured"
"1584","Isoetes brittonii","Unmeasured"
"1585","Isoetes bruntonii","Unmeasured"
"1586","Isoetes butleri","Unmeasured"
"1587","Isoetes carltaylorii","Unmeasured"
"1588","Isoetes dodgei","Unmeasured"
"1589","Isoetes eatonii","Unmeasured"
"1590","Isoetes echtuckeri","Unmeasured"
"1591","Isoetes engelmannii","Unmeasured"
"1592","Isoetes fairbrothersii","Unmeasured"
"1593","Isoetes flaccida","Unmeasured"
"1594","Isoetes flaccida var. alata","Unmeasured"
"1595","Isoetes flaccida var. chapmanii","Unmeasured"
"1596","Isoetes flaccida var. flaccida","Unmeasured"
"1597","Isoetes foveolata","Unmeasured"
"1598","Isoetes georgiana","Unmeasured"
"1599","Isoetes harveyi","Unmeasured"
"1600","Isoetes heterospora","Unmeasured"
"1601","Isoetes hickeyi","Unmeasured"
"1602","Isoetes howellii","Unmeasured"
"1603","Isoetes hyemalis","Unmeasured"
"1604","Isoetes jeffreyi","Unmeasured"
"1605","Isoetes junciformis","Unmeasured"
"1606","Isoetes lacustris","Unmeasured"
"1607","Isoetes lithophila","Unmeasured"
"1608","Isoetes louisianensis","Unmeasured"
"1609","Isoetes macrospora","Unmeasured"
"1610","Isoetes maritima","Unmeasured"
"1611","Isoetes mattaponica","Unmeasured"
"1612","Isoetes melanopoda","Unmeasured"
"1613","Isoetes melanospora","Unmeasured"
"1614","Isoetes microvela","Unmeasured"
"1615","Isoetes minima","Unmeasured"
"1616","Isoetes novae-angliae","Unmeasured"
"1617","Isoetes nuttallii","Unmeasured"
"1618","Isoetes occidentalis","Unmeasured"
"1619","Isoetes orcuttii","Unmeasured"
"1620","Isoetes piedmontana","Unmeasured"
"1621","Isoetes prototypus","Unmeasured"
"1622","Isoetes pseudotruncata","Unmeasured"
"1623","Isoetes riparia","Unmeasured"
"1624","Isoetes riparia var. amesii","Unmeasured"
"1625","Isoetes riparia var. riparia","Unmeasured"
"1626","Isoetes saccharata","Unmeasured"
"1627","Isoetes tegetiformans","Unmeasured"
"1628","Isoetes tenella","Unmeasured"
"1629","Isoetes texana","Unmeasured"
"1630","Isoetes truncata","Unmeasured"
"1631","Isoetes tuckermanii","Unmeasured"
"1632","Isoetes valida","Unmeasured"
"1633","Isoetes virginica","Unmeasured"
"1634","Isolepis carinata","Unmeasured"
"1635","Isolepis cernua","Unmeasured"
"1636","Isolepis molesta","Unmeasured"
"1637","Juncus abortivus","Unmeasured"
"1638","Juncus acuminatus","Unmeasured"
"1639","Juncus acutus","Unmeasured"
"1640","Juncus acutus ssp. leopoldii","Unmeasured"
"1641","Juncus albescens","Unmeasured"
"1642","Juncus alpiniformis","Unmeasured"
"1643","Juncus alpinoarticulatus","Unmeasured"
"1644","Juncus alpinoarticulatus ssp. nodulosus","Unmeasured"
"1645","Juncus ambiguus","Unmeasured"
"1646","Juncus anthelatus","Unmeasured"
"1647","Juncus arcticus","Unmeasured"
"1648","Juncus arcticus ssp. alaskanus","Unmeasured"
"1649","Juncus arcticus ssp. littoralis","Unmeasured"
"1650","Juncus articulatus","Unmeasured"
"1651","Juncus biflorus","Unmeasured"
"1652","Juncus biglumis","Unmeasured"
"1653","Juncus bolanderi","Unmeasured"
"1654","Juncus brachycarpus","Unmeasured"
"1655","Juncus brachycephalus","Unmeasured"
"1656","Juncus brachyphyllus","Unmeasured"
"1657","Juncus brevicaudatus","Unmeasured"
"1658","Juncus breweri","Unmeasured"
"1659","Juncus bryoides","Unmeasured"
"1660","Juncus bufonius","Unmeasured"
"1661","Juncus bufonius var. bufonius","Unmeasured"
"1662","Juncus bufonius var. congestus","Unmeasured"
"1663","Juncus bufonius var. occidentalis","Unmeasured"
"1664","Juncus caesariensis","Unmeasured"
"1665","Juncus canadensis","Unmeasured"
"1666","Juncus capillaris","Unmeasured"
"1667","Juncus castaneus","Unmeasured"
"1668","Juncus castaneus ssp. castaneus","Unmeasured"
"1669","Juncus castaneus ssp. castaneus var. castaneus","Unmeasured"
"1670","Juncus castaneus ssp. leucochlamys","Unmeasured"
"1671","Juncus chlorocephalus","Unmeasured"
"1672","Juncus confusus","Unmeasured"
"1673","Juncus cooperi","Unmeasured"
"1674","Juncus coriaceus","Unmeasured"
"1675","Juncus covillei","Unmeasured"
"1676","Juncus covillei var. covillei","Unmeasured"
"1677","Juncus covillei var. obtusatus","Unmeasured"
"1678","Juncus debilis","Unmeasured"
"1679","Juncus dichotomus","Unmeasured"
"1680","Juncus diffusissimus","Unmeasured"
"1681","Juncus digitatus","Unmeasured"
"1682","Juncus drummondii","Unmeasured"
"1683","Juncus drummondii var. drummondii","Unmeasured"
"1684","Juncus drummondii var. subtriflorus","Unmeasured"
"1685","Juncus dubius","Unmeasured"
"1686","Juncus dudleyi","Unmeasured"
"1687","Juncus duranii","Unmeasured"
"1688","Juncus effusus","Unmeasured"
"1689","Juncus effusus var. brunneus","Unmeasured"
"1690","Juncus effusus var. conglomeratus","Unmeasured"
"1691","Juncus effusus var. decipiens","Unmeasured"
"1692","Juncus effusus var. effusus","Unmeasured"
"1693","Juncus effusus var. exiguus","Unmeasured"
"1694","Juncus effusus var. gracilis","Unmeasured"
"1695","Juncus effusus var. pacificus","Unmeasured"
"1696","Juncus effusus var. pylaei","Unmeasured"
"1697","Juncus effusus var. solutus","Unmeasured"
"1698","Juncus elliottii","Unmeasured"
"1699","Juncus elliottii var. elliottii","Unmeasured"
"1700","Juncus elliottii var. polyanthemus","Unmeasured"
"1701","Juncus ensifolius","Unmeasured"
"1702","Juncus falcatus","Unmeasured"
"1703","Juncus falcatus ssp. falcatus","Unmeasured"
"1704","Juncus falcatus ssp. sitchensis","Unmeasured"
"1705","Juncus fascinatus","Unmeasured"
"1706","Juncus filiformis","Unmeasured"
"1707","Juncus filipendulus","Unmeasured"
"1708","Juncus fulvescens","Unmeasured"
"1709","Juncus georgianus","Unmeasured"
"1710","Juncus gerardii","Unmeasured"
"1711","Juncus gerardii var. gerardii","Unmeasured"
"1712","Juncus gerardii var. pedicellatus","Unmeasured"
"1713","Juncus glomeratus","Unmeasured"
"1714","Juncus gracilescens","Unmeasured"
"1715","Juncus greenei","Unmeasured"
"1716","Juncus gymnocarpus","Unmeasured"
"1717","Juncus hallii","Unmeasured"
"1718","Juncus hemiendytus","Unmeasured"
"1719","Juncus hemiendytus var. abjectus","Unmeasured"
"1720","Juncus hemiendytus var. hemiendytus","Unmeasured"
"1721","Juncus howellii","Unmeasured"
"1722","Juncus interior","Unmeasured"
"1723","Juncus interior var. arizonicus","Unmeasured"
"1724","Juncus interior var. interior","Unmeasured"
"1725","Juncus interior var. neomexicanus","Unmeasured"
"1726","Juncus kelloggii","Unmeasured"
"1727","Juncus leiospermus","Unmeasured"
"1728","Juncus leiospermus var. ahartii","Unmeasured"
"1729","Juncus leiospermus var. leiospermus","Unmeasured"
"1730","Juncus lemieuxii","Unmeasured"
"1731","Juncus lesueurii","Unmeasured"
"1732","Juncus longii","Unmeasured"
"1733","Juncus longistylis","Unmeasured"
"1734","Juncus longistylis var. longistylis","Unmeasured"
"1735","Juncus longistylis var. scabratus","Unmeasured"
"1736","Juncus luciensis","Unmeasured"
"1737","Juncus macrandrus","Unmeasured"
"1738","Juncus macrophyllus","Unmeasured"
"1739","Juncus marginatus","Unmeasured"
"1740","Juncus megacephalus","Unmeasured"
"1741","Juncus mertensianus","Unmeasured"
"1742","Juncus mexicanus","Unmeasured"
"1743","Juncus militaris","Unmeasured"
"1744","Juncus nevadensis","Unmeasured"
"1745","Juncus nevadensis var. badius","Unmeasured"
"1746","Juncus nevadensis var. columbianus","Unmeasured"
"1747","Juncus nevadensis var. inventus","Unmeasured"
"1748","Juncus nevadensis var. nevadensis","Unmeasured"
"1749","Juncus nodatus","Unmeasured"
"1750","Juncus nodosiformis","Unmeasured"
"1751","Juncus nodosus","Unmeasured"
"1752","Juncus nodosus var. meridianus","Unmeasured"
"1753","Juncus nodosus var. nodosus","Unmeasured"
"1754","Juncus occidentalis","Unmeasured"
"1755","Juncus oronensis","Unmeasured"
"1756","Juncus orthophyllus","Unmeasured"
"1757","Juncus oxymeris","Unmeasured"
"1758","Juncus paludosus","Unmeasured"
"1759","Juncus parryi","Unmeasured"
"1760","Juncus patens","Unmeasured"
"1761","Juncus pelocarpus","Unmeasured"
"1762","Juncus phaeocephalus","Unmeasured"
"1763","Juncus phaeocephalus var. paniculatus","Unmeasured"
"1764","Juncus phaeocephalus var. phaeocephalus","Unmeasured"
"1765","Juncus polycephalos","Unmeasured"
"1766","Juncus regelii","Unmeasured"
"1767","Juncus repens","Unmeasured"
"1768","Juncus roemerianus","Unmeasured"
"1769","Juncus rugulosus","Unmeasured"
"1770","Juncus saximontanus","Unmeasured"
"1771","Juncus scirpoides","Unmeasured"
"1772","Juncus secundus","Unmeasured"
"1773","Juncus stuckeyi","Unmeasured"
"1774","Juncus stygius","Unmeasured"
"1775","Juncus stygius ssp. americanus","Unmeasured"
"1776","Juncus subcaudatus","Unmeasured"
"1777","Juncus subcaudatus var. subcaudatus","Unmeasured"
"1778","Juncus subtilis","Unmeasured"
"1779","Juncus supiniformis","Unmeasured"
"1780","Juncus tenuis","Unmeasured"
"1781","Juncus texanus","Unmeasured"
"1782","Juncus textilis","Unmeasured"
"1783","Juncus tiehmii","Unmeasured"
"1784","Juncus torreyi","Unmeasured"
"1785","Juncus tracyi","Unmeasured"
"1786","Juncus trifidus","Unmeasured"
"1787","Juncus triformis","Unmeasured"
"1788","Juncus triglumis","Unmeasured"
"1789","Juncus trigonocarpus","Unmeasured"
"1790","Juncus trilocularis","Unmeasured"
"1791","Juncus tweedyi","Unmeasured"
"1792","Juncus uncialis","Unmeasured"
"1793","Juncus validus","Unmeasured"
"1794","Juncus validus var. validus","Unmeasured"
"1795","Juncus vaseyi","Unmeasured"
"1796","Juncus xiphioides","Unmeasured"
"1797","Kalinia","Unmeasured"
"1798","Kalinia obtusiflora","Unmeasured"
"1799","Kobresia myosuroides","Unmeasured"
"1800","Kobresia sibirica","Unmeasured"
"1801","Kobresia simpliciuscula","Unmeasured"
"1802","Koeleria asiatica","Unmeasured"
"1803","Koeleria macrantha","Unmeasured"
"1804","Kyllinga brevifolia","Unmeasured"
"1805","Kyllinga gracillima","Unmeasured"
"1806","Kyllinga odorata","Unmeasured"
"1807","Kyllinga pumila","Unmeasured"
"1808","Lasiacis divaricata","Unmeasured"
"1809","Leersia hexandra","Unmeasured"
"1810","Leersia lenticularis","Unmeasured"
"1811","Leersia monandra","Unmeasured"
"1812","Leersia oryzoides","Unmeasured"
"1813","Leersia virginica","Unmeasured"
"1814","Leptochloa dubia","Unmeasured"
"1815","Leptochloa fusca","Unmeasured"
"1816","Leptochloa fusca ssp. fascicularis","Unmeasured"
"1817","Leptochloa fusca ssp. uninervia","Unmeasured"
"1818","Leptochloa nealleyi","Unmeasured"
"1819","Leptochloa panicea","Unmeasured"
"1820","Leptochloa panicea ssp. brachiata","Unmeasured"
"1821","Leptochloa panicea ssp. mucronata","Unmeasured"
"1822","Leptochloa panicoides","Unmeasured"
"1823","Leptochloa scabra","Unmeasured"
"1824","Leptochloa virgata","Unmeasured"
"1825","Leptochloa viscida","Unmeasured"
"1826","Leucopoa kingii","Unmeasured"
"1827","Leydeum piperi","Unmeasured"
"1828","Leymus ambiguus","Unmeasured"
"1829","Leymus cinereus","Unmeasured"
"1830","Leymus condensatus","Unmeasured"
"1831","Leymus flavescens","Unmeasured"
"1832","Leymus innovatus","Unmeasured"
"1833","Leymus mollis","Unmeasured"
"1834","Leymus mollis ssp. mollis","Unmeasured"
"1835","Leymus mollis ssp. villosissimus","Unmeasured"
"1836","Leymus multiflorus","Unmeasured"
"1837","Leymus pacificus","Unmeasured"
"1838","Leymus salinus","Unmeasured"
"1839","Leymus salinus ssp. mojavensis","Unmeasured"
"1840","Leymus salinus ssp. salinus","Unmeasured"
"1841","Leymus salinus ssp. salmonis","Unmeasured"
"1842","Leymus simplex","Unmeasured"
"1843","Leymus triticoides","Unmeasured"
"1844","Leymus uclueletensis","Unmeasured"
"1845","Leymus vancouverensis","Unmeasured"
"1846","Lilaea scilloides","Unmeasured"
